,UserId,ProductId,Rating,UserCluster,ProductCluster
162,7644,9,4.0,8,8
163,8313,9,5.0,8,8
164,4544,9,1.0,8,8
165,9797,9,5.0,8,8
166,10215,9,5.0,8,8
167,7402,9,5.0,8,8
168,349,9,5.0,8,8
169,12927,9,4.0,8,8
170,7444,9,5.0,8,8
171,10552,10,5.0,8,8
172,13948,10,5.0,8,8
173,8605,10,5.0,8,8
174,15029,10,4.0,8,8
175,3761,10,3.0,8,8
176,12152,10,5.0,8,8
177,7239,10,4.0,8,8
178,3457,10,4.0,8,8
179,14886,11,5.0,8,8
180,1114,11,5.0,8,8
181,11676,11,5.0,8,8
182,2479,11,5.0,8,8
183,2371,11,3.0,8,8
184,12466,11,4.0,8,8
185,10314,11,5.0,8,8
186,5809,11,5.0,8,8
187,2417,11,5.0,8,8
188,594,12,5.0,8,8
189,2193,12,5.0,8,8
190,5296,12,4.0,8,8
191,15237,12,5.0,8,8
192,12466,12,4.0,8,8
193,12149,12,5.0,8,8
194,7799,12,3.0,8,8
195,7494,12,5.0,8,8
196,822,12,4.0,8,8
197,9699,12,5.0,8,8
198,5375,12,5.0,8,8
199,10386,12,5.0,8,8
200,13107,12,5.0,8,8
201,14284,12,5.0,8,8
202,11571,12,3.0,8,8
203,6304,13,5.0,8,8
204,2287,13,4.0,8,8
205,3626,13,5.0,8,8
206,7494,13,5.0,8,8
207,1511,13,5.0,3,8
208,13979,13,5.0,8,8
209,12116,13,5.0,8,8
210,4373,13,4.0,8,8
211,5720,13,5.0,8,8
212,5038,13,5.0,8,8
213,8099,13,4.0,9,8
214,8419,13,5.0,8,8
215,15424,13,3.0,8,8
216,8971,13,4.0,9,8
217,9585,13,5.0,8,8
218,10701,13,5.0,8,8
219,14787,13,2.0,8,8
220,12945,13,5.0,8,8
221,2052,13,4.0,8,8
222,15466,14,4.0,8,8
223,15860,14,5.0,8,8
224,2318,14,5.0,8,8
225,7226,14,5.0,8,8
226,14495,14,5.0,8,8
227,9659,14,5.0,8,8
228,10644,15,4.0,8,8
229,10257,15,5.0,8,8
230,7754,15,1.0,8,8
231,15423,15,5.0,8,8
232,1758,15,1.0,8,8
233,3104,15,5.0,8,8
234,3580,15,4.0,8,8
235,15682,15,5.0,8,8
236,14125,15,5.0,8,8
237,8154,16,2.0,8,8
238,12935,16,4.0,8,8
239,4133,16,5.0,8,8
240,13748,16,2.0,8,8
241,10310,16,5.0,8,8
242,2899,16,5.0,8,8
243,3183,16,1.0,8,8
244,14392,16,2.0,8,8
245,11241,16,4.0,8,8
246,666,16,5.0,8,8
247,2923,16,2.0,8,8
248,13424,16,5.0,8,8
249,14392,17,5.0,8,8
250,7965,17,3.0,8,8
251,8580,17,4.0,8,8
252,6233,17,1.0,8,8
253,13132,17,5.0,8,8
254,4809,17,3.0,8,8
255,6001,17,5.0,8,8
256,10256,17,5.0,8,8
257,14394,17,5.0,8,8
258,4168,17,4.0,8,8
259,3569,17,5.0,8,8
260,8059,17,2.0,8,8
261,9049,17,4.0,8,8
262,11348,17,3.0,8,8
263,10442,17,5.0,8,8
264,8275,17,5.0,8,8
265,11241,17,5.0,8,8
266,10875,17,3.0,8,8
267,856,17,3.0,8,8
268,4467,17,5.0,8,8
269,13821,17,5.0,8,8
270,9937,18,2.0,8,8
271,14392,18,5.0,8,8
272,3153,18,3.0,8,8
273,13506,18,5.0,8,8
274,15385,18,1.0,8,8
275,10621,18,5.0,8,8
276,4986,18,4.0,8,8
277,13857,18,5.0,8,8
278,11985,18,3.0,8,8
279,10256,18,5.0,8,8
280,15483,18,5.0,8,8
281,5484,18,4.0,8,8
282,10294,18,4.0,8,8
283,1714,18,5.0,8,8
284,6556,18,5.0,8,8
285,12446,18,4.0,8,8
286,7645,18,5.0,8,8
287,10875,18,3.0,8,8
288,1407,18,5.0,8,8
289,11104,18,4.0,8,8
290,3024,18,2.0,8,8
291,2253,18,4.0,8,8
292,3549,18,1.0,8,8
293,13206,18,3.0,8,8
294,5998,18,5.0,8,8
295,15909,18,2.0,8,8
296,3293,18,3.0,8,8
297,12219,18,3.0,8,8
298,4650,18,1.0,8,8
299,3228,18,4.0,3,8
300,10998,18,1.0,8,8
301,11179,18,1.0,8,8
302,13259,18,5.0,8,8
303,10310,18,5.0,8,8
304,2094,18,2.0,8,8
305,4467,18,5.0,8,8
306,4809,18,5.0,8,8
307,13178,18,5.0,8,8
308,12059,18,3.0,8,8
309,13521,18,3.0,8,8
310,15432,18,4.0,8,8
311,4928,18,5.0,8,8
312,1374,18,5.0,8,8
313,1086,18,4.0,8,8
314,6430,18,2.0,8,8
315,13276,19,1.0,8,8
316,15790,19,5.0,8,8
317,11544,19,5.0,8,8
318,10902,19,5.0,8,8
319,13292,19,3.0,8,8
320,10864,19,3.0,8,8
321,7965,19,3.0,8,8
322,12745,19,4.0,8,8
323,2899,19,3.0,8,8
324,6229,19,5.0,8,8
325,4282,20,4.0,8,8
326,3960,20,5.0,8,8
327,13552,20,2.0,8,8
328,15462,20,5.0,8,8
329,3401,20,4.0,8,8
330,8295,20,1.0,8,8
331,8396,20,5.0,8,8
332,14358,20,5.0,8,8
333,13189,20,5.0,8,8
334,9362,20,4.0,8,8
335,8082,20,5.0,8,8
336,11375,20,5.0,8,8
337,9518,20,5.0,8,8
338,11541,20,5.0,8,8
339,9328,20,5.0,8,8
340,15794,20,5.0,8,8
341,9198,20,5.0,8,8
342,14046,20,5.0,8,8
343,14330,20,5.0,8,8
344,15110,20,5.0,8,8
345,2419,20,5.0,8,8
346,13278,20,4.0,8,8
347,14416,20,5.0,8,8
348,1993,20,5.0,8,8
349,6614,21,5.0,8,8
350,3573,21,3.0,8,8
351,4525,21,5.0,8,8
352,1609,21,5.0,8,8
353,13686,21,5.0,8,8
354,2961,21,1.0,8,8
355,260,22,5.0,8,8
356,14285,22,1.0,8,8
357,12150,22,5.0,8,8
358,4577,22,4.0,8,8
359,5126,22,5.0,8,8
360,1643,22,5.0,8,8
361,1448,22,5.0,8,8
362,11917,23,4.0,8,8
363,15568,23,5.0,8,8
364,7733,23,4.0,8,8
365,14348,23,4.0,8,8
366,6581,23,5.0,8,8
367,14003,23,5.0,8,8
368,7167,23,5.0,8,8
369,3602,23,4.0,8,8
370,13695,23,4.0,8,8
371,8797,23,4.0,8,8
372,6305,23,5.0,8,8
373,2560,23,5.0,8,8
374,4154,23,5.0,8,8
375,2333,23,5.0,8,8
376,7237,23,5.0,8,8
377,9852,23,5.0,8,8
378,13259,23,5.0,8,8
379,1739,23,5.0,8,8
380,15541,23,5.0,8,8
381,2136,23,3.0,8,8
382,4944,23,3.0,8,8
383,15660,23,1.0,8,8
384,6674,23,5.0,8,8
385,9574,23,5.0,8,8
386,8958,23,5.0,8,8
387,4297,23,4.0,8,8
388,7194,24,5.0,6,8
389,10184,24,5.0,8,8
390,3932,24,5.0,8,8
391,13357,24,5.0,6,8
392,10823,24,5.0,6,8
393,1444,24,5.0,8,8
394,10410,24,5.0,8,8
395,1846,24,5.0,8,8
396,12031,24,5.0,8,8
397,11281,24,1.0,8,8
398,14596,24,5.0,8,8
399,12821,24,5.0,8,8
400,155,24,3.0,8,8
401,13388,24,5.0,8,8
402,1723,24,5.0,8,8
403,756,24,5.0,8,8
404,303,24,5.0,8,8
405,10176,24,5.0,8,8
406,15805,24,5.0,8,8
407,4597,24,5.0,6,8
408,6647,24,5.0,8,8
409,1984,24,5.0,3,8
410,7878,24,5.0,8,8
411,894,25,5.0,8,8
412,15034,25,5.0,8,8
413,9984,25,2.0,8,8
414,9711,25,1.0,8,8
415,1733,25,5.0,0,8
416,5349,25,3.0,8,8
417,2459,25,5.0,8,8
418,1170,25,3.0,8,8
419,6618,25,5.0,8,8
420,12646,25,1.0,8,8
421,5808,25,5.0,8,8
422,1662,25,5.0,8,8
423,6158,25,3.0,8,8
424,12146,25,4.0,8,8
425,1268,25,4.0,8,8
426,9534,25,5.0,8,8
427,14285,25,5.0,8,8
428,10568,25,5.0,8,8
429,4394,25,2.0,8,8
430,15605,26,5.0,8,6
431,1797,26,4.0,8,6
432,10143,26,3.0,8,6
433,9709,26,5.0,8,6
434,1101,26,5.0,8,6
435,3578,26,5.0,8,6
436,12894,26,5.0,8,6
437,12152,26,5.0,8,6
438,12888,26,5.0,8,6
439,14760,26,5.0,8,6
440,8495,26,5.0,8,6
441,7916,26,5.0,8,6
442,6215,26,5.0,8,6
443,9945,26,5.0,8,6
444,3718,26,5.0,8,6
445,96,26,5.0,8,6
446,35,26,3.0,8,6
447,10507,26,5.0,8,6
448,3100,26,5.0,8,6
449,9694,26,5.0,8,6
450,14528,26,5.0,8,6
451,783,26,4.0,8,6
452,8787,26,5.0,8,6
453,2489,26,5.0,8,6
454,644,26,3.0,8,6
455,453,26,5.0,8,6
456,4093,27,3.0,8,8
457,12719,27,5.0,8,8
458,13876,27,5.0,8,8
459,6108,27,5.0,8,8
460,14678,27,5.0,8,8
461,4530,27,5.0,8,8
462,14787,27,2.0,8,8
463,8594,27,5.0,8,8
464,8088,27,5.0,8,8
465,9347,27,5.0,3,8
466,8048,27,5.0,8,8
467,9697,27,5.0,8,8
468,4525,27,5.0,8,8
469,12031,27,5.0,8,8
470,6193,27,5.0,8,8
471,12986,27,5.0,8,8
472,8822,27,4.0,8,8
473,647,27,5.0,8,8
474,9669,27,5.0,8,8
475,9486,27,5.0,8,8
476,11569,27,3.0,8,8
477,11224,28,5.0,8,8
478,530,28,4.0,8,8
479,4930,28,5.0,8,8
480,1840,28,4.0,8,8
481,14004,28,5.0,8,8
482,9616,28,4.0,8,8
483,4181,28,5.0,8,8
484,13236,28,1.0,8,8
485,5540,28,5.0,8,8
486,1413,28,5.0,8,8
487,3589,28,5.0,8,8
488,3093,28,4.0,8,8
489,9172,28,4.0,3,8
490,57,28,5.0,8,8
491,5225,29,5.0,8,8
492,14815,29,5.0,8,8
493,4545,29,5.0,8,8
494,2459,29,5.0,8,8
495,10929,29,5.0,8,8
496,3664,29,5.0,8,8
497,1733,29,5.0,0,8
498,12155,29,5.0,8,8
499,6238,29,3.0,8,8
500,13464,29,5.0,8,8
501,8999,29,5.0,8,8
502,13331,29,5.0,8,8
503,12900,29,5.0,8,8
504,13236,29,1.0,8,8
505,3591,29,2.0,8,8
506,10176,29,5.0,8,8
507,2120,29,4.0,8,8
508,14787,29,4.0,8,8
509,5996,30,5.0,8,8
510,7251,30,3.0,8,8
511,5875,30,5.0,8,8
512,5115,30,5.0,8,8
513,14565,30,5.0,8,8
514,11309,30,5.0,8,8
515,11062,30,4.0,8,8
516,13158,31,4.0,8,8
517,11467,31,3.0,8,8
518,6593,31,5.0,8,8
519,10250,31,5.0,8,8
520,3902,31,5.0,8,8
521,5209,31,4.0,8,8
522,4159,31,5.0,8,8
523,3909,31,4.0,8,8
524,4902,31,5.0,8,8
525,4101,31,5.0,8,8
526,1982,31,5.0,8,8
527,6779,32,3.0,8,8
528,8024,32,1.0,8,8
529,3798,32,2.0,6,8
530,14175,32,4.0,8,8
531,1947,32,3.0,8,8
532,2646,32,2.0,8,8
533,5659,32,5.0,8,8
534,4599,32,1.0,8,8
535,9842,32,2.0,8,8
536,8732,32,3.0,6,8
537,4036,32,2.0,8,8
538,4789,32,4.0,8,8
539,6167,32,3.0,8,8
540,15263,32,4.0,8,8
541,7518,32,5.0,8,8
542,4872,32,5.0,8,8
543,3713,32,5.0,8,8
544,3611,32,5.0,8,8
545,4640,32,5.0,8,8
546,14299,32,5.0,8,8
547,3426,32,5.0,8,8
548,9518,32,5.0,8,8
549,6156,32,4.0,8,8
550,6029,32,5.0,8,8
551,5959,32,4.0,8,8
552,10909,32,5.0,2,8
553,14184,32,4.0,8,8
554,13125,32,2.0,8,8
555,7441,32,2.0,8,8
556,428,32,5.0,8,8
557,13325,32,4.0,8,8
558,3619,32,5.0,8,8
559,7662,32,4.0,8,8
560,13636,32,5.0,8,8
561,4819,32,2.0,8,8
562,844,32,5.0,8,8
563,5635,32,5.0,8,8
564,1555,32,5.0,6,8
565,5075,32,5.0,8,8
566,335,32,5.0,8,8
567,4247,32,5.0,8,8
568,13836,32,2.0,8,8
569,3211,32,5.0,8,8
570,11991,32,3.0,8,8
571,3640,32,5.0,8,8
572,10996,32,5.0,8,8
573,12624,32,5.0,8,8
574,1100,32,3.0,8,8
575,15042,32,2.0,8,8
576,8416,32,1.0,8,8
577,8633,32,5.0,8,8
578,1969,32,5.0,8,8
579,2563,32,2.0,8,8
580,2298,32,1.0,8,8
581,2790,32,5.0,8,8
582,10870,32,5.0,8,8
583,15321,32,5.0,8,8
584,6272,32,4.0,8,8
585,3861,32,5.0,8,8
586,5449,32,5.0,8,8
587,8302,32,5.0,8,8
588,4845,32,2.0,8,8
589,437,32,5.0,8,8
590,1182,32,4.0,8,8
591,1975,32,5.0,8,8
592,4531,33,3.0,3,8
593,8153,33,5.0,8,8
594,11146,33,3.0,8,8
595,10531,33,1.0,8,8
596,12465,33,5.0,8,8
597,13616,33,5.0,8,8
598,2300,33,5.0,8,8
599,2543,33,5.0,8,8
600,8738,33,5.0,8,8
601,3719,33,5.0,8,8
602,11110,33,5.0,8,8
603,4612,33,4.0,8,8
604,4188,33,5.0,8,8
605,10615,33,5.0,8,8
606,11578,33,5.0,8,8
607,1580,33,5.0,8,8
608,11519,33,5.0,8,8
609,15575,33,5.0,8,8
610,13310,33,5.0,8,8
611,7674,33,5.0,8,8
612,10279,33,5.0,8,8
613,9281,33,5.0,8,8
614,8261,33,5.0,8,8
615,10679,33,3.0,8,8
616,3872,33,2.0,8,8
617,4654,33,5.0,8,8
618,11897,33,5.0,8,8
619,11658,34,5.0,8,3
620,14084,34,5.0,8,3
621,8440,34,5.0,8,3
622,11221,34,5.0,8,3
623,3359,34,5.0,8,3
624,14439,34,1.0,8,3
625,2197,34,5.0,8,3
626,14439,35,2.0,8,8
627,4525,35,5.0,8,8
628,14084,35,5.0,8,8
629,3359,35,5.0,8,8
630,12699,35,5.0,8,8
631,14170,35,1.0,6,8
632,11190,35,3.0,8,8
633,7543,36,4.0,8,8
634,9675,36,5.0,8,8
635,7656,36,4.0,8,8
636,15034,36,5.0,8,8
637,11664,36,1.0,8,8
638,696,36,2.0,8,8
639,7198,36,5.0,8,8
640,2785,36,5.0,8,8
641,13395,36,5.0,8,8
642,15696,36,5.0,8,8
643,2156,37,4.0,8,8
644,15155,37,4.0,8,8
645,12379,37,4.0,8,8
646,5400,37,5.0,8,8
647,3830,37,3.0,8,8
648,12433,37,4.0,8,8
649,169,37,3.0,8,8
650,4671,37,4.0,8,8
651,11132,37,4.0,8,8
652,8306,37,3.0,8,8
653,13161,37,5.0,8,8
654,4007,37,5.0,8,8
655,8081,37,5.0,8,8
656,6303,37,4.0,8,8
657,14915,38,4.0,8,8
658,4654,38,3.0,8,8
659,12472,38,2.0,8,8
660,756,38,5.0,8,8
661,3469,38,5.0,8,8
662,11403,38,4.0,8,8
663,13395,38,5.0,8,8
664,716,38,4.0,8,8
665,12611,38,5.0,8,8
666,204,39,5.0,8,8
667,13675,39,5.0,8,8
668,7644,39,5.0,8,8
669,2994,39,4.0,8,8
670,15,39,5.0,8,8
671,1134,39,4.0,8,8
672,3830,39,4.0,8,8
673,7972,39,5.0,8,8
674,4111,39,5.0,8,8
675,11645,39,5.0,6,8
676,12431,40,5.0,8,8
677,7773,40,5.0,8,8
678,8698,40,3.0,8,8
679,15395,40,3.0,8,8
680,10074,40,5.0,8,8
681,11620,40,5.0,8,8
682,14627,41,5.0,8,8
683,12291,41,5.0,8,8
684,3210,41,2.0,8,8
685,13458,41,4.0,8,8
686,12414,41,5.0,8,8
687,15819,41,4.0,8,8
688,11998,41,3.0,8,8
689,7901,41,5.0,8,8
690,9575,41,5.0,8,8
691,6231,41,5.0,8,8
692,8904,41,4.0,8,8
693,5328,41,3.0,8,8
694,15825,41,5.0,8,8
695,755,41,4.0,8,8
696,13358,41,3.0,8,8
697,13226,41,5.0,8,8
698,2428,41,5.0,8,8
699,7713,41,5.0,8,8
700,13012,41,5.0,8,8
701,2174,42,5.0,8,6
702,10852,42,5.0,8,6
703,11279,42,5.0,8,6
704,11673,42,5.0,8,6
705,11735,42,5.0,8,6
706,4503,42,4.0,8,6
707,7778,42,5.0,8,6
708,4250,42,4.0,8,6
709,3830,42,2.0,8,6
710,8382,42,5.0,8,6
711,5267,42,2.0,8,6
712,5347,42,5.0,8,6
713,9731,42,5.0,8,6
714,3461,42,3.0,8,6
715,11428,42,5.0,8,6
716,12150,42,5.0,8,6
717,15098,42,5.0,8,6
718,8020,42,1.0,8,6
719,1224,42,1.0,8,6
720,12755,42,5.0,8,6
721,2705,42,5.0,8,6
722,14073,42,5.0,8,6
723,12294,42,5.0,8,6
724,5639,42,5.0,8,6
725,10835,42,5.0,8,6
726,5203,42,5.0,8,6
727,2365,42,3.0,8,6
728,12987,42,5.0,0,6
729,6508,42,5.0,8,6
730,136,43,3.0,8,8
731,2324,43,3.0,8,8
732,11198,43,5.0,8,8
733,1535,43,4.0,6,8
734,417,43,5.0,8,8
735,10193,43,4.0,8,8
736,486,43,1.0,8,8
737,6132,43,5.0,8,8
738,5286,44,2.0,8,8
739,4931,44,5.0,8,8
740,2394,44,4.0,8,8
741,3017,44,1.0,8,8
742,7569,44,3.0,8,8
743,8968,44,5.0,8,8
744,6311,44,5.0,8,8
745,4431,44,1.0,8,8
746,10616,44,5.0,8,8
747,13660,44,5.0,8,8
748,8093,44,5.0,8,8
749,9758,45,1.0,8,8
750,2781,45,5.0,8,8
751,8593,45,4.0,8,8
752,10712,45,5.0,8,8
753,2587,45,5.0,8,8
754,9151,45,4.0,8,8
755,5349,45,2.0,8,8
756,12034,45,5.0,8,8
757,3876,45,1.0,8,8
758,1766,45,1.0,8,8
759,391,45,1.0,8,8
760,12267,45,2.0,8,8
761,14553,45,3.0,3,8
762,13629,45,4.0,8,8
763,9653,45,3.0,8,8
764,10152,45,5.0,8,8
765,11074,45,5.0,8,8
766,1594,45,2.0,8,8
767,13790,45,5.0,8,8
768,4637,46,4.0,8,8
769,11572,46,4.0,8,8
770,14816,46,4.0,8,8
771,6193,46,5.0,8,8
772,1208,46,2.0,8,8
773,2228,46,5.0,8,8
774,2120,46,3.0,8,8
775,6679,47,2.0,8,8
776,1597,47,5.0,8,8
777,7645,47,5.0,8,8
778,14915,47,5.0,8,8
779,2765,47,5.0,8,8
780,15794,47,5.0,8,8
781,1208,47,4.0,8,8
782,15582,47,4.0,8,8
783,165,47,4.0,8,8
784,5225,47,5.0,8,8
785,13236,47,2.0,8,8
786,6471,47,4.0,8,8
787,6171,47,3.0,8,8
788,4916,47,3.0,8,8
789,2596,47,3.0,8,8
790,10204,47,5.0,8,8
791,1358,47,5.0,8,8
792,6193,47,5.0,8,8
793,2030,48,1.0,8,8
794,10776,48,5.0,8,8
795,7787,48,5.0,8,8
796,940,48,1.0,8,8
797,1887,48,5.0,8,8
798,1491,48,5.0,8,8
799,3995,49,5.0,8,8
800,11288,49,5.0,8,8
801,11002,49,4.0,8,8
802,3278,49,5.0,8,8
803,10310,49,4.0,8,8
804,6317,49,5.0,8,8
805,4508,49,4.0,0,8
806,9859,49,5.0,8,8
807,11938,49,5.0,8,8
808,144,49,5.0,0,8
809,2658,49,2.0,8,8
810,7850,49,5.0,8,8
811,4615,49,5.0,8,8
812,8352,49,5.0,8,8
813,11003,50,5.0,8,8
814,6463,50,2.0,8,8
815,12817,50,4.0,8,8
816,8580,50,5.0,8,8
817,3686,50,5.0,8,8
818,13991,50,3.0,8,8
819,680,51,5.0,8,8
820,1239,51,4.0,8,8
821,4281,51,5.0,8,8
822,12913,51,2.0,8,8
823,8035,51,5.0,8,8
824,4453,51,5.0,8,8
825,10218,51,4.0,8,8
826,4392,51,5.0,8,8
827,10903,51,4.0,8,8
828,3849,51,5.0,8,8
829,13791,51,5.0,8,8
830,274,51,5.0,8,8
831,7460,51,3.0,8,8
832,10237,51,3.0,8,8
833,15219,51,5.0,8,8
834,12563,51,1.0,8,8
835,10136,51,3.0,8,8
836,14564,51,2.0,8,8
837,6108,51,5.0,8,8
838,14170,51,5.0,6,8
839,2115,51,5.0,8,8
840,93,52,1.0,8,8
841,9033,52,3.0,8,8
842,15174,52,5.0,8,8
843,12493,52,5.0,8,8
844,7723,52,5.0,8,8
845,14970,52,5.0,8,8
846,1689,52,5.0,8,8
847,3390,52,5.0,8,8
848,6580,53,5.0,8,8
849,8865,53,5.0,8,8
850,2078,53,3.0,8,8
851,3628,53,4.0,8,8
852,11381,53,5.0,8,8
853,4315,53,1.0,8,8
854,9643,53,5.0,8,8
855,15098,53,5.0,8,8
856,14970,53,5.0,8,8
857,14667,53,4.0,8,8
858,14982,53,4.0,8,8
859,11668,53,5.0,8,8
860,5707,53,4.0,8,8
861,4689,53,5.0,8,8
862,5665,53,5.0,8,8
863,1326,53,4.0,8,8
864,7244,53,5.0,8,8
865,1645,53,4.0,8,8
866,15756,53,5.0,8,8
867,11348,53,3.0,8,8
868,8688,53,5.0,8,8
869,2898,53,5.0,8,8
870,14141,53,5.0,8,8
871,2915,53,3.0,8,8
872,3143,53,5.0,8,8
873,11199,53,4.0,8,8
874,15196,53,1.0,8,8
875,1426,53,5.0,8,8
876,9972,53,4.0,8,8
877,10392,53,4.0,8,8
878,3786,54,4.0,8,8
879,5884,54,5.0,8,8
880,11428,54,4.0,8,8
881,2078,54,2.0,8,8
882,520,54,1.0,8,8
883,5815,54,5.0,8,8
884,5618,54,2.0,8,8
885,12681,54,3.0,8,8
886,3918,54,1.0,8,8
887,7849,54,4.0,8,8
888,9743,54,5.0,8,8
889,13890,54,2.0,8,8
890,7579,54,5.0,8,8
891,5053,54,4.0,8,8
892,11406,54,5.0,8,8
893,4935,54,5.0,8,8
894,9978,54,4.0,8,8
895,10442,54,4.0,8,8
896,2905,54,5.0,8,8
897,10836,54,5.0,8,8
898,82,54,5.0,8,8
899,12205,54,3.0,8,8
900,7174,54,5.0,8,8
901,10400,54,5.0,8,8
902,15844,54,2.0,8,8
903,1406,54,5.0,8,8
904,3421,54,3.0,8,8
905,2426,54,3.0,8,8
906,2927,54,5.0,8,8
907,6519,54,3.0,8,8
908,2765,54,4.0,8,8
909,9890,54,4.0,8,8
910,8670,54,5.0,8,8
911,7058,54,5.0,8,8
912,12351,54,5.0,6,8
913,13013,55,5.0,8,8
914,14668,55,5.0,8,8
915,5302,55,3.0,8,8
916,13357,55,5.0,6,8
917,12885,55,2.0,8,8
918,5272,55,5.0,8,8
919,9009,55,5.0,8,8
920,15664,55,5.0,8,8
921,13283,55,5.0,8,8
922,11384,55,5.0,8,8
923,10310,56,3.0,8,8
924,6008,56,4.0,8,8
925,9739,56,5.0,8,8
926,4538,56,5.0,8,8
927,11071,56,4.0,8,8
928,13958,56,5.0,8,8
929,14632,56,5.0,8,8
930,12640,57,5.0,8,8
931,12045,57,5.0,8,8
932,5398,57,5.0,3,8
