,UserId,ProductId,Rating
1279804,13069,3060,5.0
1280410,7313,3060,5.0
1279340,10102,3060,3.0
1278670,14941,3060,5.0
1279782,11496,3060,5.0
1279662,1340,3060,5.0
1280268,10905,3060,5.0
1279667,9078,3060,5.0
1279936,486,3060,1.0
1278779,14573,3060,4.0
1279128,15187,3060,5.0
1279790,13086,3060,5.0
1279951,563,3060,5.0
1280140,9115,3060,4.0
1279864,8119,3060,4.0
1280219,5160,3060,5.0
1279940,2945,3060,5.0
1279594,15677,3060,5.0
1280352,12793,3060,5.0
1280004,7318,3060,5.0
1280362,322,3060,5.0
1280149,11259,3060,5.0
1279993,9553,3060,5.0
1279056,6974,3060,5.0
1280154,6254,3060,5.0
1279889,412,3060,2.0
1280261,11239,3060,5.0
1278848,14357,3060,4.0
1280411,11083,3060,5.0
1279496,14088,3060,5.0
1280473,8579,3060,5.0
1279615,7341,3060,5.0
1280506,4246,3060,5.0
1279593,12618,3060,5.0
1278714,3610,3060,5.0
1279879,12841,3060,5.0
1278786,11151,3060,5.0
1280306,12420,3060,4.0
1278672,2826,3060,5.0
1280426,9744,3060,5.0
1279268,806,3060,5.0
1279342,14098,3060,5.0
1279249,10043,3060,5.0
1278862,6682,3060,4.0
1279752,394,3060,4.0
1279253,11579,3060,5.0
1279739,14231,3060,4.0
1279305,3162,3060,5.0
1279497,14734,3060,5.0
1279044,7184,3060,5.0
1279867,8041,3060,5.0
1279757,10404,3060,3.0
1278998,5464,3060,5.0
1278950,6296,3060,5.0
1279726,9640,3060,5.0
1279570,4161,3060,4.0
1279434,8846,3060,3.0
1279170,7822,3060,5.0
1279641,4345,3060,5.0
1280001,11610,3060,5.0
1280074,10655,3060,5.0
1279654,4311,3060,5.0
1279478,15254,3060,5.0
1280089,3068,3060,5.0
1278716,4647,3060,5.0
1279761,13653,3060,3.0
1280509,2816,3060,5.0
1280053,7670,3060,5.0
1278745,13260,3060,5.0
1280378,3296,3060,5.0
1280147,4712,3060,5.0
1278820,12140,3060,5.0
1280106,3533,3060,3.0
1279962,2674,3060,4.0
1279514,4521,3060,3.0
1279038,7060,3060,5.0
1280157,1404,3060,4.0
1279946,1126,3060,5.0
1279068,2812,3060,5.0
1280278,4255,3060,4.0
1280508,9729,3060,5.0
1279567,14988,3060,5.0
1280133,1022,3060,5.0
1279155,4648,3060,4.0
1279741,4445,3060,5.0
1279157,2447,3060,4.0
1278986,13877,3060,5.0
1280402,10303,3060,2.0
1278791,2753,3060,5.0
1279329,14097,3060,5.0
1280279,9330,3060,5.0
1280441,14039,3060,5.0
1279325,10461,3060,5.0
1278741,9366,3060,2.0
1279544,15576,3060,5.0
1279327,740,3060,5.0
1280381,9067,3060,5.0
1279212,2606,3060,5.0
1279243,8039,3060,5.0
1279261,1261,3060,4.0
1279525,13569,3060,4.0
1279430,251,3060,4.0
1280244,13826,3060,5.0
1279839,9177,3060,5.0
1279379,2511,3060,5.0
1280403,2088,3060,5.0
1279577,15490,3060,5.0
1280245,9242,3060,3.0
1279318,5459,3060,5.0
1279267,2891,3060,5.0
1280430,15335,3060,1.0
1278704,10172,3060,5.0
1278799,7913,3060,5.0
1280477,4874,3060,2.0
1279140,13861,3060,2.0
1279066,15458,3060,3.0
1278705,883,3060,4.0
1279185,14323,3060,5.0
1280307,7896,3060,5.0
1279168,9647,3060,4.0
1279449,4313,3060,5.0
1279758,328,3060,4.0
1279172,10047,3060,5.0
1280315,10003,3060,5.0
1279830,13973,3060,5.0
1278944,5055,3060,5.0
1278721,3906,3060,5.0
1279703,3871,3060,5.0
1279297,12223,3060,5.0
1279541,4249,3060,5.0
1490768,11947,3678,4.0
1490647,7408,3678,5.0
1490763,5231,3678,2.0
1491028,11743,3678,2.0
1490948,5546,3678,4.0
1490851,6023,3678,5.0
1491227,1785,3678,5.0
1491136,14380,3678,4.0
1490049,13807,3678,4.0
1491142,9770,3678,4.0
1490716,34,3678,5.0
1490278,4055,3678,5.0
1490551,12241,3678,5.0
1490392,7934,3678,5.0
1491038,9237,3678,3.0
1490044,3080,3678,5.0
1491218,14400,3678,5.0
1491174,1516,3678,5.0
1490362,9315,3678,5.0
1490769,7119,3678,4.0
1491032,4440,3678,5.0
1490978,6502,3678,4.0
1490767,8192,3678,4.0
1490883,9845,3678,5.0
1490792,1445,3678,5.0
1489967,15232,3678,4.0
1490208,12982,3678,5.0
1491134,14031,3678,3.0
1490186,4536,3678,4.0
1490784,4910,3678,5.0
1490459,6696,3678,5.0
1491162,3625,3678,3.0
1491249,6319,3678,5.0
1491197,1824,3678,5.0
1490910,1794,3678,5.0
1490343,2790,3678,5.0
1490865,14623,3678,3.0
1490554,15704,3678,5.0
1490275,14370,3678,4.0
1490830,4804,3678,3.0
1491100,5089,3678,5.0
1489999,9526,3678,4.0
1490671,13759,3678,4.0
1490600,14334,3678,2.0
1491264,1146,3678,5.0
1490169,9326,3678,5.0
1490194,10786,3678,5.0
1490665,3681,3678,5.0
1489964,1602,3678,4.0
1490746,8008,3678,5.0
1491243,9840,3678,4.0
1490100,3791,3678,5.0
1490926,13624,3678,3.0
1490689,3217,3678,2.0
1490300,6569,3678,1.0
1490308,9717,3678,5.0
1490889,11937,3678,5.0
1490922,6645,3678,3.0
1490877,15655,3678,4.0
1490371,4518,3678,4.0
1490062,12814,3678,4.0
1490795,7234,3678,1.0
1491021,11821,3678,5.0
1490535,11475,3678,5.0
1490201,7377,3678,4.0
1490580,3923,3678,5.0
1490527,11518,3678,1.0
1491118,7970,3678,5.0
1490537,13782,3678,5.0
1490966,5007,3678,5.0
1490468,1388,3678,5.0
1491154,6724,3678,1.0
1490231,4308,3678,4.0
1490426,4268,3678,2.0
1490236,6443,3678,4.0
1490570,5068,3678,3.0
1490863,7453,3678,5.0
1490929,1330,3678,4.0
1490715,4172,3678,5.0
1491253,5110,3678,5.0
1491160,14757,3678,5.0
1491110,10395,3678,5.0
1491095,13468,3678,4.0
1490254,2989,3678,4.0
1491063,14618,3678,2.0
1490585,7386,3678,4.0
1490133,12419,3678,5.0
1490738,14262,3678,4.0
1490541,8270,3678,2.0
1490908,11310,3678,5.0
1490510,8572,3678,3.0
1490488,7710,3678,5.0
1491057,2956,3678,5.0
1490500,8409,3678,3.0
1490852,6212,3678,5.0
1490780,15014,3678,4.0
1490196,13633,3678,4.0
1490337,3,3678,5.0
1490151,1851,3678,5.0
1490177,2044,3678,4.0
1490073,11764,3678,5.0
1490415,14938,3678,3.0
1490006,1402,3678,5.0
1490546,320,3678,4.0
1491034,7643,3678,5.0
1489986,1624,3678,5.0
1490850,7775,3678,2.0
1491105,402,3678,3.0
1489977,2713,3678,3.0
1490088,11322,3678,5.0
1490200,10534,3678,5.0
1490703,9265,3678,5.0
1490699,5671,3678,5.0
1491139,758,3678,4.0
1491149,15480,3678,2.0
1490289,1777,3678,5.0
1490644,3603,3678,5.0
1490511,12521,3678,3.0
1490572,1881,3678,4.0
1490897,14559,3678,5.0
1491087,6862,3678,5.0
1490846,12767,3678,3.0
1490432,9542,3678,3.0
1490286,2070,3678,5.0
1490487,3341,3678,5.0
1490437,14709,3678,5.0
1489982,13100,3678,5.0
1491090,1029,3678,2.0
1490179,9230,3678,5.0
1490906,15241,3678,2.0
1490025,9641,3678,5.0
1490724,10808,3678,5.0
1490770,13162,3678,3.0
1491107,7220,3678,3.0
1490482,10090,3678,5.0
1490702,4803,3678,5.0
1490854,13028,3678,5.0
1490775,13069,3678,3.0
1490247,11593,3678,5.0
1490860,14807,3678,5.0
1490355,2118,3678,3.0
1491018,2016,3678,4.0
1491131,4506,3678,4.0
1491163,7133,3678,5.0
1490120,1065,3678,5.0
1490192,5244,3678,5.0
1491023,1842,3678,3.0
1491236,5316,3678,3.0
1490621,2954,3678,5.0
1490518,12174,3678,3.0
1490422,5087,3678,5.0
1490399,15493,3678,1.0
1490319,3066,3678,5.0
1490655,8989,3678,5.0
1490303,168,3678,5.0
1490920,3416,3678,5.0
1490612,14,3678,5.0
1490705,15503,3678,5.0
1490629,15677,3678,4.0
1490833,881,3678,1.0
1491271,20,3678,3.0
1490899,9553,3678,1.0
1491252,5514,3678,3.0
1490093,14357,3678,5.0
1490638,7341,3678,5.0
1491113,12118,3678,5.0
1490631,4,3678,3.0
1490013,3610,3678,5.0
1490984,10308,3678,5.0
1490566,13503,3678,5.0
1490876,15639,3678,3.0
1491198,1357,3678,3.0
1491204,9744,3678,3.0
1490639,13750,3678,5.0
1490674,14390,3678,4.0
1490448,14098,3678,5.0
1490627,5791,3678,5.0
1490374,10043,3678,1.0
1490955,12843,3678,4.0
1490812,5575,3678,1.0
1490457,14953,3678,1.0
1490097,2735,3678,5.0
1490310,14076,3678,5.0
1490181,2780,3678,4.0
1490816,8041,3678,5.0
1490749,10404,3678,3.0
1490291,15881,3678,5.0
1490336,13311,3678,5.0
1491248,9053,3678,5.0
1490506,8846,3678,5.0
1489997,4647,3678,5.0
1490413,6509,3678,5.0
1490301,15485,3678,5.0
1491096,9998,3678,4.0
1490114,4339,3678,3.0
1491010,4712,3678,5.0
1490076,12140,3678,5.0
1490017,2027,3678,4.0
1490280,2627,3678,4.0
1490435,2040,3678,5.0
1490237,7060,3678,5.0
1490917,8362,3678,4.0
1491015,1404,3678,4.0
1491106,4255,3678,3.0
1490602,14988,3678,4.0
1490152,568,3678,4.0
1490302,4648,3678,2.0
1490736,4445,3678,5.0
1491203,7829,3678,5.0
1490054,2753,3678,5.0
1491177,5346,3678,4.0
1490249,9259,3678,2.0
1490791,8793,3678,5.0
1490916,12966,3678,3.0
1490388,1261,3678,3.0
1491251,12299,3678,3.0
1490776,14769,3678,5.0
1491168,10053,3678,5.0
1490761,9870,3678,3.0
1490331,15118,3678,2.0
1490766,2077,3678,2.0
1491081,9242,3678,2.0
1491206,249,3678,5.0
1490952,11705,3678,3.0
1490057,7913,3678,5.0
1490390,6302,3678,5.0
1490904,763,3678,3.0
1489956,13119,3678,2.0
1490619,8372,3678,5.0
1491223,7292,3678,3.0
1489992,883,3678,3.0
1490325,14323,3678,4.0
1490734,15409,3678,4.0
1491138,10003,3678,5.0
1490588,4249,3678,4.0
494196,14553,1053,4.0
495564,10256,1053,4.0
495388,147,1053,5.0
493975,6001,1053,1.0
495088,1560,1053,1.0
494872,8942,1053,4.0
494011,12931,1053,4.0
493981,15172,1053,1.0
494623,12853,1053,5.0
494366,225,1053,3.0
495472,13145,1053,5.0
495698,13880,1053,1.0
494323,2141,1053,5.0
495476,10347,1053,5.0
494062,11745,1053,5.0
495148,11122,1053,3.0
494055,14408,1053,2.0
495672,4083,1053,5.0
494663,9026,1053,5.0
495604,10401,1053,1.0
494549,11333,1053,2.0
494516,2355,1053,4.0
495456,9880,1053,3.0
495651,13853,1053,5.0
494851,4376,1053,5.0
495128,14220,1053,5.0
495497,595,1053,5.0
495221,3877,1053,5.0
494004,9417,1053,2.0
493978,7578,1053,4.0
494030,977,1053,5.0
495114,6749,1053,5.0
493915,6327,1053,5.0
494379,4342,1053,2.0
495703,7012,1053,5.0
494227,13346,1053,5.0
495280,4920,1053,3.0
495708,8002,1053,5.0
494300,5594,1053,2.0
495591,5659,1053,5.0
495231,12467,1053,4.0
495121,3344,1053,5.0
495649,14537,1053,5.0
494535,3661,1053,5.0
494755,8524,1053,5.0
494406,15269,1053,5.0
495403,77,1053,5.0
495146,15655,1053,4.0
495424,338,1053,3.0
494141,302,1053,4.0
495290,12580,1053,3.0
494894,6783,1053,5.0
493932,4607,1053,5.0
494878,4325,1053,5.0
495626,679,1053,3.0
495416,10478,1053,5.0
495484,911,1053,5.0
495198,14546,1053,4.0
495245,14299,1053,3.0
494443,11054,1053,2.0
494116,10342,1053,5.0
495249,10855,1053,5.0
494494,14263,1053,1.0
494847,13219,1053,5.0
495267,11071,1053,3.0
495463,2395,1053,4.0
494621,10558,1053,5.0
494094,6588,1053,4.0
495536,785,1053,5.0
494941,4209,1053,1.0
494918,12263,1053,1.0
494868,6464,1053,5.0
495614,10737,1053,2.0
493858,1178,1053,5.0
495215,9376,1053,5.0
495119,124,1053,5.0
494037,1460,1053,4.0
495289,8391,1053,4.0
493838,8648,1053,5.0
495423,13705,1053,3.0
495369,15421,1053,5.0
493721,6135,1053,5.0
495147,14133,1053,5.0
494040,1079,1053,5.0
494994,2588,1053,4.0
495690,5290,1053,5.0
494636,13677,1053,5.0
495598,1298,1053,5.0
495396,6337,1053,1.0
494616,4410,1053,4.0
494276,10343,1053,5.0
494136,11492,1053,5.0
494741,3447,1053,5.0
495070,4944,1053,5.0
495550,5535,1053,5.0
494744,2622,1053,5.0
494907,10603,1053,5.0
494996,2717,1053,5.0
495019,3483,1053,5.0
494068,2490,1053,5.0
494126,301,1053,2.0
495716,13111,1053,5.0
494880,4343,1053,4.0
493728,1043,1053,5.0
494043,9951,1053,5.0
495098,7592,1053,5.0
493903,11016,1053,5.0
493751,7418,1053,5.0
494229,52,1053,5.0
495462,1942,1053,5.0
494085,11464,1053,5.0
495168,1696,1053,5.0
494158,6084,1053,5.0
495617,8116,1053,4.0
495568,8986,1053,5.0
495230,3546,1053,5.0
495434,4017,1053,5.0
494222,8263,1053,5.0
493842,10889,1053,4.0
494304,10444,1053,3.0
494218,3559,1053,5.0
495653,8378,1053,4.0
494248,10424,1053,5.0
495734,6757,1053,4.0
494882,13623,1053,4.0
494386,7655,1053,4.0
494469,15376,1053,4.0
493725,9926,1053,2.0
495554,15869,1053,4.0
495732,2640,1053,4.0
493793,297,1053,4.0
495724,2471,1053,2.0
495514,5555,1053,2.0
493745,13579,1053,4.0
494689,4398,1053,5.0
494450,1276,1053,5.0
494554,12605,1053,5.0
495551,13455,1053,5.0
494587,13841,1053,4.0
494084,1663,1053,5.0
494371,8164,1053,5.0
494515,6061,1053,5.0
494571,7249,1053,2.0
495544,5071,1053,4.0
494411,12606,1053,5.0
493929,7878,1053,4.0
494027,11924,1053,5.0
495056,13173,1053,5.0
494013,10272,1053,5.0
494005,9195,1053,5.0
495024,6859,1053,5.0
494232,15577,1053,4.0
495357,8174,1053,5.0
495235,12905,1053,5.0
494556,10917,1053,5.0
494580,10535,1053,5.0
494620,9086,1053,2.0
495495,5736,1053,5.0
494483,8778,1053,3.0
494782,8112,1053,5.0
495132,5241,1053,5.0
493878,6816,1053,4.0
494149,15125,1053,4.0
494579,10008,1053,5.0
494527,11867,1053,3.0
495299,15905,1053,5.0
493998,14265,1053,5.0
495216,9499,1053,5.0
494163,269,1053,3.0
494711,14822,1053,5.0
494389,11452,1053,5.0
494107,13914,1053,4.0
495172,12864,1053,3.0
493972,7748,1053,4.0
494091,6226,1053,5.0
494797,9356,1053,5.0
495351,4652,1053,5.0
493743,3051,1053,5.0
494822,14195,1053,5.0
494311,4609,1053,5.0
494053,12072,1053,5.0
493825,5041,1053,4.0
495581,5505,1053,5.0
495137,9636,1053,4.0
494328,2653,1053,2.0
494109,4280,1053,5.0
494267,14764,1053,5.0
495014,947,1053,5.0
493980,1495,1053,5.0
495022,12961,1053,4.0
493735,246,1053,5.0
495054,3754,1053,5.0
495636,2644,1053,5.0
494593,5450,1053,5.0
494590,1451,1053,5.0
494664,7612,1053,5.0
495337,2710,1053,3.0
494231,3783,1053,5.0
494609,13581,1053,5.0
494774,4431,1053,1.0
494506,2744,1053,5.0
495644,8836,1053,5.0
495344,14188,1053,5.0
494032,15460,1053,5.0
494077,7706,1053,5.0
493983,7364,1053,5.0
493891,9520,1053,5.0
494939,4303,1053,5.0
494716,3782,1053,5.0
494468,10341,1053,4.0
494022,3921,1053,4.0
493969,9319,1053,5.0
494846,9381,1053,5.0
494781,6318,1053,3.0
494351,13143,1053,5.0
495496,724,1053,5.0
494076,10652,1053,1.0
495546,594,1053,5.0
494582,4417,1053,5.0
494462,9436,1053,5.0
495390,927,1053,5.0
495083,4272,1053,5.0
1698956,11947,4391,5.0
1699136,11743,4391,3.0
1698421,10210,4391,4.0
1699026,6023,4391,5.0
1698986,12356,4391,5.0
1698712,8803,4391,4.0
1698920,34,4391,5.0
1698557,2969,4391,5.0
1698696,7934,4391,5.0
1699123,7291,4391,5.0
1699182,6711,4391,5.0
1699146,8577,4391,5.0
1698940,10376,4391,5.0
1698566,12893,4391,5.0
1699056,12444,4391,1.0
1699006,8428,4391,5.0
1698448,11543,4391,5.0
1699107,6502,4391,5.0
1698954,8192,4391,5.0
1698988,12508,4391,1.0
1698369,5527,4391,5.0
1698413,6825,4391,5.0
1699244,2539,4391,5.0
1698921,14222,4391,3.0
1698965,4910,4391,3.0
1698730,529,4391,5.0
1698892,11273,4391,5.0
1699238,3625,4391,4.0
1698980,6189,4391,5.0
1698702,8636,4391,3.0
1699266,1824,4391,5.0
1698743,11333,4391,5.0
1698802,12479,4391,5.0
1698466,9978,4391,5.0
1699021,1204,4391,5.0
1698526,15596,4391,5.0
1698608,852,4391,5.0
1698910,13765,4391,5.0
1698692,2064,4391,4.0
1698647,7330,4391,5.0
1699031,13159,4391,3.0
1699174,12915,4391,5.0
1699192,15611,4391,3.0
1699191,5089,4391,5.0
1698404,9526,4391,4.0
1698439,8926,4391,5.0
1699076,10240,4391,4.0
1698706,15870,4391,5.0
1698473,8000,4391,4.0
1698888,3681,4391,4.0
1699200,10529,4391,5.0
1699106,11103,4391,5.0
1698378,1602,4391,4.0
1698447,12701,4391,4.0
1699088,8960,4391,5.0
1698598,13021,4391,3.0
1698900,4706,4391,3.0
1699004,2143,4391,1.0
1699041,6777,4391,5.0
1699242,12227,4391,5.0
1698459,5972,4391,5.0
1698828,13406,4391,5.0
1699221,6004,4391,4.0
1698618,15544,4391,5.0
1698456,12814,4391,4.0
1698856,4821,4391,4.0
1699133,11821,4391,5.0
1698830,8874,4391,3.0
1698717,11117,4391,5.0
1698684,7574,4391,5.0
1698584,9172,4391,5.0
1698749,1388,4391,5.0
1698784,7073,4391,5.0
1698556,7516,4391,4.0
1698720,4268,4391,5.0
1698827,5068,4391,4.0
1698869,13208,4391,5.0
1698791,13670,4391,5.0
1698654,8557,4391,4.0
1698999,170,4391,5.0
1698867,10752,4391,5.0
1699185,13468,4391,5.0
1699162,14618,4391,4.0
1698518,12419,4391,5.0
1698610,12170,4391,3.0
1698540,8701,4391,4.0
1699127,8241,4391,5.0
1698769,5228,4391,5.0
1698812,6475,4391,5.0
1698963,15014,4391,4.0
1698710,11136,4391,5.0
1699306,10571,4391,5.0
1698520,5915,4391,5.0
1699048,14133,4391,5.0
1698737,11286,4391,5.0
1698714,14938,4391,1.0
1699104,15662,4391,5.0
1698549,13383,4391,5.0
1699149,9110,4391,2.0
1698811,13976,4391,5.0
1699024,7775,4391,5.0
1698874,15318,4391,5.0
1698652,13525,4391,5.0
1698475,11322,4391,5.0
1698976,11175,4391,5.0
1698697,1443,4391,5.0
1699036,2500,4391,5.0
1698801,14216,4391,3.0
1698913,9265,4391,5.0
1699012,5428,4391,5.0
1698516,12957,4391,5.0
1698613,7166,4391,5.0
1698454,7801,4391,5.0
1698803,2357,4391,5.0
1699243,1244,4391,5.0
1699129,8375,4391,4.0
1698878,3603,4391,5.0
1698786,9611,4391,5.0
1698611,11126,4391,5.0
1698375,4424,4391,3.0
1698568,3841,4391,5.0
1698617,2070,4391,5.0
1698479,6730,4391,4.0
1698474,13266,4391,5.0
1698547,9230,4391,5.0
1699303,7903,4391,4.0
1698659,11978,4391,5.0
1698713,1131,4391,5.0
1698943,1414,4391,1.0
1698853,5925,4391,5.0
1699199,7220,4391,5.0
1698994,13961,4391,2.0
1698912,4803,4391,5.0
1698673,6118,4391,5.0
1699137,6669,4391,3.0
1699300,10175,4391,5.0
1698806,8117,4391,4.0
1699132,2016,4391,5.0
1698695,5032,4391,4.0
1698384,7982,4391,4.0
1698896,9078,4391,3.0
1699181,1120,4391,5.0
1699033,563,4391,5.0
1698931,11469,4391,5.0
1699233,12793,4391,5.0
1698849,15030,4391,1.0
1699039,13773,4391,4.0
1698911,15387,4391,5.0
1698947,1971,4391,5.0
1698995,412,4391,3.0
1698816,14088,4391,4.0
1698861,4,4391,5.0
1699113,10308,4391,5.0
1698446,11151,4391,5.0
1699227,4717,4391,5.0
1698546,9961,4391,4.0
1698862,1045,4391,5.0
1698486,2735,4391,5.0
1698565,1605,4391,5.0
1698935,394,4391,5.0
1699079,4716,4391,5.0
1698585,7184,4391,5.0
1698589,10100,4391,5.0
1698733,11867,4391,5.0
1699032,2127,4391,5.0
1698724,7235,4391,5.0
1698780,8846,4391,5.0
1698440,14960,4391,5.0
1699000,15464,4391,2.0
1698409,4647,4391,5.0
1699218,618,4391,4.0
1699210,10122,4391,5.0
1698837,7355,4391,5.0
1698632,15485,4391,5.0
1699186,9998,4391,4.0
1699201,12632,4391,4.0
1698886,7724,4391,5.0
1698465,12140,4391,5.0
1698937,6996,4391,5.0
1698844,256,4391,1.0
1699072,8362,4391,4.0
1699029,1126,4391,4.0
1698732,5392,4391,5.0
1699214,2998,4391,3.0
1698578,1937,4391,5.0
1698758,13727,4391,4.0
1699197,9330,4391,4.0
1699283,14039,4391,5.0
1698558,9530,4391,3.0
1699256,6460,4391,2.0
1698763,9016,4391,3.0
1699245,9067,4391,4.0
1698442,15190,4391,5.0
1698658,4405,4391,1.0
1698750,13803,4391,4.0
1698691,1261,4391,3.0
1699067,2278,4391,5.0
1698665,2142,4391,4.0
1698580,3046,4391,5.0
1699202,7641,4391,4.0
1698509,13911,4391,5.0
1698494,4585,4391,4.0
1699060,4707,4391,3.0
1699177,9242,4391,5.0
1698614,4682,4391,5.0
1698887,8292,4391,5.0
1699111,11477,4391,5.0
1698859,11506,4391,5.0
1699070,13408,4391,4.0
1698927,14973,4391,5.0
1698394,883,4391,5.0
1698930,15409,4391,4.0
1698705,8629,4391,4.0
1698938,328,4391,5.0
1699217,10003,4391,5.0
1698916,3871,4391,5.0
1569091,11947,3958,1.0
1568658,14553,3958,4.0
1569395,195,3958,4.0
1569169,6023,3958,5.0
1569187,3650,3958,4.0
1568482,13807,3958,5.0
1569343,5859,3958,3.0
1569044,34,3958,5.0
1568884,5185,3958,3.0
1568825,10173,3958,1.0
1568771,10637,3958,3.0
1569367,9972,3958,4.0
1569033,4228,3958,2.0
1568655,8856,3958,5.0
1568617,2969,3958,5.0
1568786,7934,3958,5.0
1569424,12348,3958,5.0
1568880,5595,3958,5.0
1569448,12804,3958,5.0
1569248,6656,3958,5.0
1568686,424,3958,2.0
1569374,6711,3958,4.0
1569327,4440,3958,4.0
1569301,10956,3958,5.0
1569401,12060,3958,3.0
1568759,10066,3958,5.0
1569191,4279,3958,1.0
1569203,10396,3958,4.0
1568618,7199,3958,5.0
1568646,7864,3958,4.0
1568625,12982,3958,4.0
1568839,6696,3958,5.0
1568871,15124,3958,1.0
1568773,2425,3958,5.0
1569454,1824,3958,5.0
1569052,15518,3958,4.0
1568478,1428,3958,5.0
1568741,13199,3958,2.0
1569032,13765,3958,4.0
1568688,14370,3958,3.0
1569151,4804,3958,2.0
1569183,7738,3958,2.0
1568639,6792,3958,4.0
1568556,5200,3958,5.0
1568521,8000,3958,5.0
1569041,9584,3958,2.0
1569314,845,3958,5.0
1569325,5401,3958,5.0
1568387,12355,3958,4.0
1568654,15882,3958,4.0
1569386,10529,3958,3.0
1569249,8960,3958,5.0
1568713,9717,3958,5.0
1568473,9761,3958,4.0
1568580,15669,3958,5.0
1568494,12814,3958,3.0
1568443,3444,3958,3.0
1569352,4605,3958,5.0
1568433,15131,3958,4.0
1569394,14562,3958,3.0
1569002,4696,3958,5.0
1569046,15861,3958,5.0
1568947,540,3958,2.0
1568460,4066,3958,4.0
1569368,8430,3958,5.0
1569097,10498,3958,5.0
1569333,6896,3958,5.0
1569186,7453,3958,5.0
1568692,6276,3958,4.0
1569494,5110,3958,2.0
1568890,12956,3958,5.0
1569202,6346,3958,4.0
1569376,13468,3958,4.0
1568882,8572,3958,4.0
1568595,8701,3958,3.0
1568493,3197,3958,5.0
1569306,8241,3958,5.0
1569185,14939,3958,5.0
1568904,320,3958,4.0
